City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
228,Ribeira Grande,38.5167,-28.7,62.6,scattered clouds,88,40,13.8,PT,2021-04-21 06:39:12
229,Port Shepstone,-30.7414,30.455,69.37,few clouds,70,14,5.12,ZA,2021-04-21 06:39:13
230,Saint-Joseph,-21.3667,55.6167,78.8,light rain,83,75,11.5,RE,2021-04-21 06:39:13
231,General Escobedo,25.8167,-100.3333,68.0,clear sky,73,1,8.05,MX,2021-04-21 06:39:14
232,Bijapur,16.8333,75.7,96.48,overcast clouds,17,97,10.69,IN,2021-04-21 06:39:14
233,Kontagora,10.3999,5.4695,82.33,overcast clouds,64,98,8.16,NG,2021-04-21 06:39:14
234,Simcoe,42.8334,-80.2997,32.0,snow,93,100,2.3,CA,2021-04-21 06:34:28
235,Mangai,-4.05,19.5333,76.93,broken clouds,78,78,2.71,CD,2021-04-21 06:39:15
236,Bani Walid,31.7566,13.9942,63.05,clear sky,37,5,12.71,LY,2021-04-21 06:39:15
237,Touros,-5.1989,-35.4608,75.2,clear sky,94,0,2.3,BR,2021-04-21 06:39:16
238,Avera,33.194,-82.5271,55.99,clear sky,67,1,6.64,US,2021-04-21 06:39:16
239,Faanui,-16.4833,-151.75,81.81,few clouds,73,20,10.07,PF,2021-04-21 06:39:17
240,Kirakira,-10.4544,161.9205,81.43,overcast clouds,82,88,6.62,SB,2021-04-21 06:39:17
241,Thinadhoo,0.5333,72.9333,82.42,clear sky,64,5,4.12,MV,2021-04-21 06:39:17
242,Divnomorskoye,44.5011,38.1353,53.44,overcast clouds,80,91,4.9,RU,2021-04-21 06:39:18
243,San Jose,37.3394,-121.895,52.0,few clouds,71,20,5.75,US,2021-04-21 06:39:04
244,Lincoln,40.8,-96.667,34.0,clear sky,80,1,3.44,US,2021-04-21 06:39:18
245,Comendador,18.8775,-71.7028,68.16,overcast clouds,88,91,4.97,DO,2021-04-21 06:39:19
246,Lata,40.1629,-8.3327,57.0,overcast clouds,93,100,1.01,PT,2021-04-21 06:39:19
247,Key West,24.5557,-81.7826,80.6,few clouds,83,20,12.66,US,2021-04-21 06:35:39
248,Barcelos,41.5388,-8.6151,53.6,scattered clouds,94,40,5.75,PT,2021-04-21 06:37:34
249,Rancho Palos Verdes,33.7445,-118.387,59.0,scattered clouds,81,47,3.0,US,2021-04-21 06:39:20
250,Sisimiut,66.9395,-53.6735,19.56,few clouds,74,11,9.4,GL,2021-04-21 06:39:20
251,Portland,45.5234,-122.6762,57.99,few clouds,53,11,2.35,US,2021-04-21 06:37:19
252,Colares,38.7992,-9.4469,59.0,few clouds,94,20,2.3,PT,2021-04-21 06:39:21
253,Trelew,-43.249,-65.3051,63.66,overcast clouds,81,100,11.65,AR,2021-04-21 06:36:44
254,Mago,53.2514,140.1822,41.22,clear sky,61,10,8.19,RU,2021-04-21 06:39:21
255,Trairi,-3.2778,-39.2689,73.89,overcast clouds,91,100,2.53,BR,2021-04-21 06:39:22
256,Parkersburg,39.2667,-81.5615,44.6,few clouds,61,20,6.91,US,2021-04-21 06:39:22
257,Mulchen,-37.7167,-72.2333,53.01,overcast clouds,93,100,1.52,CL,2021-04-21 06:39:23
258,Hithadhoo,-0.6,73.0833,82.81,clear sky,63,8,4.12,MV,2021-04-21 06:39:23
259,Ulaangom,49.9811,92.0667,29.8,overcast clouds,78,100,4.74,MN,2021-04-21 06:39:23
260,Viedma,-40.8135,-62.9967,64.13,overcast clouds,79,93,18.68,AR,2021-04-21 06:35:21
261,Lazarev,52.225,141.5131,32.77,scattered clouds,91,33,5.84,RU,2021-04-21 06:39:24
262,Salym,60.0625,71.4789,35.4,clear sky,48,7,6.33,RU,2021-04-21 06:39:24
263,Kruisfontein,-34.0033,24.7314,67.84,overcast clouds,64,100,2.93,ZA,2021-04-21 06:39:25
264,Aswan,24.0934,32.907,95.2,few clouds,18,13,8.99,EG,2021-04-21 06:39:25
265,Sitka,57.0531,-135.33,44.6,overcast clouds,76,90,11.5,US,2021-04-21 06:39:25
266,Fonte Boa,-2.4959,-66.2662,72.09,overcast clouds,99,100,1.99,BR,2021-04-21 06:39:26
267,Bonthe,7.5264,-12.505,80.55,moderate rain,84,100,4.45,SL,2021-04-21 06:39:26
268,Chato,-2.6378,31.7669,68.9,overcast clouds,83,100,3.98,TZ,2021-04-21 06:39:27
269,Selma,36.5708,-119.6121,57.2,clear sky,58,1,14.97,US,2021-04-21 06:39:27
270,Tessalit,20.1986,1.0114,79.32,clear sky,8,0,5.17,ML,2021-04-21 06:39:28
271,Mayo,38.8876,-76.5119,60.01,clear sky,82,1,9.22,US,2021-04-21 06:39:28
272,Bilibino,68.0546,166.4372,26.6,clear sky,84,3,3.18,RU,2021-04-21 06:39:28
273,Palembang,-2.9167,104.7458,89.6,scattered clouds,62,40,5.75,ID,2021-04-21 06:39:29
274,Salzgitter,52.1526,10.3314,48.0,clear sky,71,0,4.61,DE,2021-04-21 06:39:29
275,Vostok,46.4856,135.8833,55.49,clear sky,21,0,12.15,RU,2021-04-21 06:39:30
276,Mantua,45.1667,10.7833,55.0,clear sky,83,5,1.99,IT,2021-04-21 06:39:30
277,Provideniya,64.3833,-173.3,32.0,clear sky,59,0,6.71,RU,2021-04-21 06:39:30
278,Noumea,-22.2763,166.4572,80.01,overcast clouds,73,90,8.05,NC,2021-04-21 06:36:02
279,Svetlyy,54.675,20.1347,46.4,clear sky,87,0,4.47,RU,2021-04-21 06:39:31
280,San Andres,12.5847,-81.7006,80.6,scattered clouds,83,40,12.66,CO,2021-04-21 06:39:32
281,Veraval,20.9,70.3667,87.12,overcast clouds,55,100,13.58,IN,2021-04-21 06:39:32
282,Beckley,37.7782,-81.1882,55.4,clear sky,50,1,8.05,US,2021-04-21 06:38:22
283,Marzuq,14.4,46.4667,85.05,scattered clouds,20,48,4.47,YE,2021-04-21 06:39:32
284,Sinop,41.7711,34.8709,55.4,clear sky,71,0,9.22,TR,2021-04-21 06:39:33
285,Sandnessjoen,66.0217,12.6316,39.2,broken clouds,75,75,13.8,NO,2021-04-21 06:39:33
286,Esperance,-33.8667,121.9,68.0,clear sky,49,0,12.66,AU,2021-04-21 06:39:34
287,Zaysan,47.4667,84.8667,33.21,light snow,66,100,5.23,KZ,2021-04-21 06:39:34
288,Guerrero Negro,27.9769,-114.0611,58.14,clear sky,84,0,11.7,MX,2021-04-21 06:39:35
289,Port Hedland,-20.3167,118.5667,91.4,clear sky,29,1,16.11,AU,2021-04-21 06:38:05
290,Carutapera,-1.195,-46.02,75.06,overcast clouds,92,100,4.29,BR,2021-04-21 06:39:35
291,Ondjiva,-17.0667,15.7333,68.54,clear sky,41,0,11.9,AO,2021-04-21 06:39:36
292,Vila Do Maio,15.1333,-23.2167,68.0,clear sky,77,0,11.5,CV,2021-04-21 06:39:36
293,Djambala,-2.5447,14.7533,73.76,overcast clouds,81,100,4.07,CG,2021-04-21 06:39:36
294,York,40.1254,-77.0,62.6,clear sky,48,1,12.66,US,2021-04-21 06:39:37
295,Bolkhov,53.4433,36.0044,37.08,overcast clouds,94,100,7.96,RU,2021-04-21 06:39:37
296,Vanavara,60.34,102.2797,25.66,overcast clouds,62,100,5.14,RU,2021-04-21 06:39:37
297,Pangnirtung,66.1451,-65.7125,17.92,overcast clouds,74,92,10.13,CA,2021-04-21 06:39:38
298,Voh,-20.9667,164.7,74.91,overcast clouds,88,94,4.65,NC,2021-04-21 06:39:38
299,Evensk,61.95,159.2333,33.98,overcast clouds,84,100,8.08,RU,2021-04-21 06:39:39
300,Rairangpur,22.2676,86.1751,102.2,haze,22,64,5.75,IN,2021-04-21 06:39:39
301,Aborlan,9.4352,118.5492,91.4,scattered clouds,49,40,13.8,PH,2021-04-21 06:39:39
302,Champerico,14.3,-91.9167,70.0,broken clouds,95,78,7.11,GT,2021-04-21 06:39:40
303,Reconquista,-29.15,-59.65,63.75,clear sky,83,6,8.52,AR,2021-04-21 06:39:40
304,Pingdu,36.7844,119.9464,57.2,light rain,44,40,11.18,CN,2021-04-21 06:39:41
305,Jardim,-21.4803,-56.1381,67.05,clear sky,59,0,3.89,BR,2021-04-21 06:39:41
306,Necochea,-38.5473,-58.7368,62.01,clear sky,92,0,7.0,AR,2021-04-21 06:39:42
307,Bathsheba,13.2167,-59.5167,78.8,scattered clouds,61,40,18.41,BB,2021-04-21 06:39:42
308,Almenara,-16.1836,-40.6944,69.85,overcast clouds,97,100,1.16,BR,2021-04-21 06:39:42
309,Kahului,20.8947,-156.47,75.2,few clouds,88,20,5.75,US,2021-04-21 06:39:43
310,Teshie,5.5836,-0.1072,80.6,clear sky,89,0,8.05,GH,2021-04-21 06:39:43
311,Tashla,51.7716,52.7427,44.38,overcast clouds,37,100,19.33,RU,2021-04-21 06:39:44
312,Sainte-Suzanne,-20.9061,55.6089,80.6,broken clouds,74,75,14.97,RE,2021-04-21 06:39:44
313,Plettenberg Bay,-34.0527,23.3716,69.1,overcast clouds,65,100,2.04,ZA,2021-04-21 06:39:44
314,Allapalli,19.4167,80.0667,104.09,broken clouds,25,61,6.42,IN,2021-04-21 06:39:45
315,Midland,31.9974,-102.0779,42.8,clear sky,52,1,9.22,US,2021-04-21 06:35:21
316,Iqaluit,63.7506,-68.5145,23.0,light snow,86,90,27.63,CA,2021-04-21 06:39:45
317,Vila Velha,-20.3297,-40.2925,75.0,clear sky,100,0,3.44,BR,2021-04-21 06:39:46
318,Padang,-0.9492,100.3543,87.8,few clouds,66,20,5.75,ID,2021-04-21 06:39:46
319,Seydi,39.4816,62.9137,68.07,clear sky,32,0,12.01,TM,2021-04-21 06:39:47
320,Shiraoi,42.55,141.35,50.0,few clouds,37,20,26.46,JP,2021-04-21 06:39:47
321,Apac,1.9756,32.5386,75.25,overcast clouds,69,100,6.42,UG,2021-04-21 06:39:47
322,Chon Daen,16.1895,100.8596,98.01,overcast clouds,49,99,2.71,TH,2021-04-21 06:39:48
323,Sao Filipe,14.8961,-24.4956,71.33,overcast clouds,75,99,12.84,CV,2021-04-21 06:39:48
324,Miraflores,19.2167,-98.8083,66.2,clear sky,27,1,2.48,MX,2021-04-21 06:39:49
325,Nome,64.5011,-165.4064,33.8,clear sky,64,1,6.91,US,2021-04-21 06:37:28
326,Taoudenni,22.6783,-3.9836,81.3,few clouds,15,11,7.96,ML,2021-04-21 06:39:49
327,Nkpor,6.1516,6.8446,80.15,overcast clouds,80,100,4.43,NG,2021-04-21 06:39:49
328,Port Elizabeth,-33.918,25.5701,60.8,overcast clouds,100,100,3.44,ZA,2021-04-21 06:39:50
329,Magadan,59.5667,150.8,33.44,light snow,92,100,15.7,RU,2021-04-21 06:39:50
330,Malakal,9.5334,31.6605,93.88,broken clouds,34,54,10.13,SS,2021-04-21 06:39:51
331,Hai Duong,20.9333,106.3167,91.4,overcast clouds,79,90,16.11,VN,2021-04-21 06:39:51
332,Ormara,25.2088,64.6357,85.66,clear sky,57,0,15.28,PK,2021-04-21 06:39:52
333,Acari,-15.4311,-74.6158,68.65,scattered clouds,87,33,2.53,PE,2021-04-21 06:39:52
334,Scarborough,54.2797,-0.4044,46.0,overcast clouds,76,95,1.99,GB,2021-04-21 06:36:16
335,Langxiang,46.95,128.8833,70.29,clear sky,18,6,8.01,CN,2021-04-21 06:39:53
336,Leua,48.2156,18.6071,54.0,few clouds,89,21,1.99,SK,2021-04-21 06:39:53
337,Vestmannaeyjar,63.4427,-20.2734,42.69,overcast clouds,71,100,8.57,IS,2021-04-21 06:39:54
338,Pitimbu,-7.4706,-34.8086,75.2,few clouds,100,20,3.44,BR,2021-04-21 06:39:54
339,Katobu,-4.9408,122.5276,82.92,overcast clouds,72,99,2.8,ID,2021-04-21 06:39:54
340,Sheridan,44.8333,-106.9173,24.01,clear sky,68,1,5.55,US,2021-04-21 06:39:55
341,Demerval Lobao,-5.3583,-42.6764,75.2,broken clouds,94,75,1.95,BR,2021-04-21 06:39:55
342,Sechura,-5.5569,-80.8222,69.94,broken clouds,76,84,13.47,PE,2021-04-21 06:39:56
343,Wuwei,37.9281,102.6414,71.89,clear sky,15,3,8.14,CN,2021-04-21 06:39:56
344,Mount Isa,-20.7333,139.5,93.2,scattered clouds,22,40,4.61,AU,2021-04-21 06:39:57
345,Constantine,36.365,6.6147,53.6,broken clouds,71,75,5.75,DZ,2021-04-21 06:39:57
346,Ambilobe,-13.2,49.05,82.76,overcast clouds,68,99,6.62,MG,2021-04-21 06:39:57
347,Acarau,-2.8856,-40.12,75.7,overcast clouds,86,100,3.69,BR,2021-04-21 06:39:58
348,Adre,13.4667,22.2,88.83,clear sky,8,6,17.72,TD,2021-04-21 06:39:58
349,Morro Bay,35.3658,-120.8499,53.01,broken clouds,89,77,5.01,US,2021-04-21 06:39:58
350,Sorong,-0.8833,131.25,84.85,few clouds,70,19,6.62,ID,2021-04-21 06:39:05
351,Pinar Del Rio,22.4175,-83.6981,74.84,overcast clouds,93,100,7.29,CU,2021-04-21 06:39:59
352,Ixtapa,20.7,-105.2,67.55,few clouds,73,15,2.84,MX,2021-04-21 06:39:59
353,San Cristobal,7.7669,-72.225,67.26,overcast clouds,72,100,1.54,VE,2021-04-21 06:40:00
354,Sterling,39.0062,-77.4286,60.8,clear sky,48,1,11.5,US,2021-04-21 06:37:18
355,Kars,40.602,43.095,55.4,broken clouds,67,75,20.71,TR,2021-04-21 06:40:00
356,Flin Flon,54.7682,-101.865,26.38,scattered clouds,81,27,4.99,CA,2021-04-21 06:40:01
357,Townsville,-19.25,146.8,80.6,light rain,83,40,10.36,AU,2021-04-21 06:40:01
358,Tautira,-17.7333,-149.15,78.8,broken clouds,78,75,2.3,PF,2021-04-21 06:40:04
359,Ilhabela,-23.7781,-45.3581,68.23,scattered clouds,87,43,5.39,BR,2021-04-21 06:38:04
360,Blackfoot,43.1905,-112.345,35.01,clear sky,57,0,3.0,US,2021-04-21 06:39:35
361,Linhares,-19.3911,-40.0722,69.13,overcast clouds,96,100,1.7,BR,2021-04-21 06:40:05
362,Aripuana,-9.1667,-60.6333,70.11,few clouds,99,24,0.69,BR,2021-04-21 06:37:12
363,Craig,40.5153,-107.5464,24.8,clear sky,54,1,5.7,US,2021-04-21 06:40:05
364,Albertville,34.2676,-86.2089,53.6,clear sky,66,1,8.05,US,2021-04-21 06:40:06
365,Charters Towers,-20.1,146.2667,77.18,overcast clouds,75,99,13.49,AU,2021-04-21 06:40:06
366,Rovaniemi,66.5,25.7167,39.2,clear sky,45,0,11.5,FI,2021-04-21 06:38:32
367,Ostrovnoy,68.0531,39.5131,37.96,clear sky,81,4,16.33,RU,2021-04-21 06:40:07
368,Ahipara,-35.1667,173.1667,63.05,overcast clouds,84,100,12.01,NZ,2021-04-21 06:40:07
369,Ornskoldsvik,63.2909,18.7153,39.2,broken clouds,87,75,4.61,SE,2021-04-21 06:40:07
370,Hastings,50.8552,0.5729,43.0,mist,93,100,6.91,GB,2021-04-21 06:37:46
371,Hirado,33.3597,129.5531,78.8,clear sky,25,0,3.44,JP,2021-04-21 06:40:08
372,Sakaiminato,35.55,133.2333,71.6,few clouds,72,20,14.97,JP,2021-04-21 06:40:09
373,The Pas,53.8251,-101.2541,30.2,clear sky,69,1,5.7,CA,2021-04-21 06:40:09
374,Bayonet Point,28.3267,-82.6834,72.0,scattered clouds,89,25,9.37,US,2021-04-21 06:40:10
375,Lazi,48.0667,24.2333,44.11,overcast clouds,90,98,3.13,UA,2021-04-21 06:40:10
376,Presidencia Roque Saenz Pena,-26.7852,-60.4388,69.01,few clouds,87,21,1.99,AR,2021-04-21 06:40:11
377,Semey,50.4111,80.2275,37.4,clear sky,22,0,13.42,KZ,2021-04-21 06:40:11
378,Rocha,-34.4833,-54.3333,63.23,clear sky,83,0,10.74,UY,2021-04-21 06:40:12
379,Elliot,-31.3333,27.85,63.9,broken clouds,44,57,10.25,ZA,2021-04-21 06:40:12
380,Camocim,-2.9022,-40.8411,74.57,overcast clouds,90,98,4.32,BR,2021-04-21 06:40:13
381,Weatherford,32.7593,-97.7972,39.99,clear sky,78,0,3.0,US,2021-04-21 06:40:13
382,Lagoa,39.05,-27.9833,61.07,overcast clouds,91,100,15.39,PT,2021-04-21 06:40:13
383,Minab,27.1467,57.0801,93.2,haze,31,0,4.61,IR,2021-04-21 06:40:14
384,Dingle,10.9995,122.6711,90.52,overcast clouds,51,100,13.94,PH,2021-04-21 06:40:14
385,Aklavik,68.2191,-135.0107,15.8,broken clouds,79,78,11.5,CA,2021-04-21 06:40:15
386,San Rafael,-34.6177,-68.3301,53.62,overcast clouds,86,100,21.63,AR,2021-04-21 06:40:15
387,Samarai,-10.6167,150.6667,84.07,overcast clouds,73,97,10.96,PG,2021-04-21 06:40:15
388,Saint-Pierre,-21.3393,55.4781,78.8,light rain,83,75,11.5,RE,2021-04-21 06:40:16
389,Batemans Bay,-35.7167,150.1833,63.0,broken clouds,61,76,1.01,AU,2021-04-21 06:40:16
390,Katsuura,35.1333,140.3,73.4,few clouds,33,20,11.5,JP,2021-04-21 06:40:17
391,Yumen,40.2833,97.2,74.34,overcast clouds,7,100,4.07,CN,2021-04-21 06:40:17
392,Goderich,43.7501,-81.7165,32.0,overcast clouds,59,100,13.8,CA,2021-04-21 06:40:17
393,Gazojak,41.1875,61.4036,60.85,clear sky,26,0,16.22,TM,2021-04-21 06:40:18
394,Zhizdra,53.746,34.7395,39.2,overcast clouds,81,90,6.71,RU,2021-04-21 06:40:18
395,Sobolivka,49.336,28.651,42.8,broken clouds,93,75,6.71,UA,2021-04-21 06:40:18
396,Ulundi,-28.3352,31.4162,71.33,clear sky,52,7,4.59,ZA,2021-04-21 06:40:19
397,Sindou,10.6667,-5.1667,79.11,overcast clouds,68,100,5.35,BF,2021-04-21 06:40:19
398,Marawi,7.9986,124.2928,82.99,overcast clouds,83,100,5.99,PH,2021-04-21 06:40:20
399,Mancio Lima,-7.6142,-72.8958,70.47,broken clouds,99,62,2.17,BR,2021-04-21 06:40:20
400,Nanga Eboko,4.6833,12.3667,71.01,overcast clouds,95,100,3.4,CM,2021-04-21 06:40:21
401,Talnakh,69.4865,88.3972,10.87,overcast clouds,80,100,3.27,RU,2021-04-21 06:40:21
402,Riyadh,24.6877,46.7219,95.0,clear sky,11,0,3.31,SA,2021-04-21 06:37:23
403,Westport,41.1415,-73.3579,52.0,clear sky,66,1,5.75,US,2021-04-21 06:40:12
404,Fengcheng,40.4536,124.0717,71.78,overcast clouds,26,100,9.66,CN,2021-04-21 06:40:22
405,Hami,42.8,93.45,79.45,overcast clouds,10,100,2.1,CN,2021-04-21 06:40:23
406,Nalut,30.3333,10.85,69.4,scattered clouds,28,38,20.85,LY,2021-04-21 06:36:23
407,Port Moresby,-9.4431,147.1797,86.0,light rain,74,40,17.27,PG,2021-04-21 06:40:23
408,Shimoda,34.6667,138.95,68.0,clear sky,60,0,5.75,JP,2021-04-21 06:40:24
409,Isangel,-19.55,169.2667,82.4,scattered clouds,83,40,9.64,VU,2021-04-21 06:40:24
410,Peniche,39.3558,-9.3811,57.0,light rain,88,100,1.01,PT,2021-04-21 06:40:24
411,Okhotsk,59.3833,143.3,31.96,overcast clouds,98,97,5.32,RU,2021-04-21 06:40:25
412,Atikokan,48.7555,-91.6216,23.47,scattered clouds,49,38,2.75,CA,2021-04-21 06:40:25
413,Jubbal,31.1167,77.6667,66.2,broken clouds,55,75,5.61,IN,2021-04-21 06:40:26
414,Rabat,33.9911,-6.8401,60.01,broken clouds,100,75,3.44,MA,2021-04-21 06:40:26
415,Kaoma,-14.7833,24.8,68.23,clear sky,57,0,11.97,ZM,2021-04-21 06:40:26
416,Lewistown,40.5992,-77.5714,50.0,broken clouds,86,72,1.99,US,2021-04-21 06:40:27
417,Luwuk,-0.9516,122.7875,83.3,broken clouds,80,51,4.07,ID,2021-04-21 06:40:27
418,Zhigansk,66.7697,123.3711,18.43,overcast clouds,72,100,3.78,RU,2021-04-21 06:40:27
419,Altay,47.8667,88.1167,41.14,overcast clouds,85,100,4.63,CN,2021-04-21 06:39:21
420,Mazagao,-0.115,-51.2894,75.2,clear sky,100,0,2.66,BR,2021-04-21 06:40:28
421,Cockburn Town,21.4612,-71.1419,77.83,few clouds,79,17,21.21,TC,2021-04-21 06:40:28
422,Egvekinot,66.3167,-179.1667,14.4,scattered clouds,83,33,1.99,RU,2021-04-21 06:40:29
423,Bela Pod Bezdezem,50.5012,14.8042,46.0,clear sky,97,7,3.94,CZ,2021-04-21 06:40:29
424,Razole,16.4833,81.8333,93.2,scattered clouds,55,40,11.5,IN,2021-04-21 06:40:30
425,North Bend,43.4065,-124.2243,48.99,overcast clouds,93,90,8.05,US,2021-04-21 06:40:30
426,Ilulissat,69.2167,-51.1,15.8,few clouds,48,11,4.61,GL,2021-04-21 06:40:30
427,Muli,2.9167,73.5667,82.47,scattered clouds,65,47,4.56,MV,2021-04-21 06:40:31
428,Selishche,56.8879,33.2691,36.52,light rain,98,100,4.43,RU,2021-04-21 06:40:31
429,Kiama,-34.6833,150.8667,66.0,few clouds,60,13,13.8,AU,2021-04-21 06:40:31
430,Ternate,0.8,127.4,84.72,overcast clouds,71,87,7.27,ID,2021-04-21 06:40:32
431,Cedar City,37.6775,-113.0619,48.0,clear sky,29,1,3.44,US,2021-04-21 06:40:32
432,Kaliua,-5.0606,31.7936,69.6,overcast clouds,80,100,7.11,TZ,2021-04-21 06:40:33
433,Byron Bay,-28.65,153.6167,80.6,clear sky,22,0,11.5,AU,2021-04-21 06:40:33
434,Bodh Gaya,24.7,84.9833,96.8,haze,21,40,4.61,IN,2021-04-21 06:40:34
435,Abha,18.2164,42.5053,73.4,clear sky,17,0,8.05,SA,2021-04-21 06:40:34
436,Upington,-28.4478,21.2561,68.0,clear sky,34,0,12.66,ZA,2021-04-21 06:40:35
437,Alice Springs,-23.7,133.8833,80.6,clear sky,13,0,8.05,AU,2021-04-21 06:36:31
438,Mogadishu,2.0371,45.3438,87.8,scattered clouds,62,40,8.05,SO,2021-04-21 06:40:35
439,Mount Gambier,-37.8333,140.7667,51.8,overcast clouds,87,90,11.5,AU,2021-04-21 06:40:36
440,Koudougou,12.25,-2.3667,86.47,overcast clouds,46,100,11.5,BF,2021-04-21 06:40:36
441,Ossora,59.2353,163.0719,32.36,overcast clouds,95,99,5.64,RU,2021-04-21 06:40:36
442,Benjamin Aceval,-24.9667,-57.5667,68.0,clear sky,88,0,5.26,PY,2021-04-21 06:40:37
443,Ingleside,27.8778,-97.2117,66.2,broken clouds,77,75,11.5,US,2021-04-21 06:40:37
444,Wamba,8.9333,8.6,81.68,overcast clouds,62,100,3.31,NG,2021-04-21 06:40:38
445,Kavaratti,10.5669,72.642,84.24,broken clouds,71,68,7.56,IN,2021-04-21 06:40:38
446,Kafanchan,9.5833,8.3,79.0,overcast clouds,58,100,2.8,NG,2021-04-21 06:40:38
447,Massakory,12.996,15.7293,88.45,overcast clouds,6,95,13.35,TD,2021-04-21 06:40:39
448,Tiznit,29.5833,-9.5,57.42,clear sky,82,0,1.86,MA,2021-04-21 06:40:39
449,Phangnga,8.4509,98.5298,93.0,light rain,70,75,9.22,TH,2021-04-21 06:40:40
450,Dong Hoi,17.4833,106.6,83.84,few clouds,78,20,11.39,VN,2021-04-21 06:40:40
451,Kristiinankaupunki,62.2743,21.376,44.6,clear sky,54,5,10.33,FI,2021-04-21 06:40:41
452,Nhulunbuy,-12.2333,136.7667,82.4,heavy intensity rain,78,75,6.91,AU,2021-04-21 06:40:41
453,Columbus,39.9612,-82.9988,33.8,snow,93,90,11.5,US,2021-04-21 06:38:53
454,Kulhudhuffushi,6.6221,73.07,84.31,overcast clouds,70,100,6.08,MV,2021-04-21 06:40:42
455,Fort Nelson,58.8053,-122.7002,51.8,few clouds,30,20,9.22,CA,2021-04-21 06:40:42
456,Tungor,53.3808,142.9564,33.37,broken clouds,88,65,8.9,RU,2021-04-21 06:40:42
457,Fayaoue,-20.65,166.5333,77.38,overcast clouds,77,100,12.55,NC,2021-04-21 06:40:43
458,Sawtell,-30.3833,153.1,73.4,clear sky,53,0,12.66,AU,2021-04-21 06:40:43
