City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Burewala,30.1667,72.65,71.98,45,2,8.39,PK,2021-04-17 19:49:27
278,Margate,51.3813,1.3862,45.0,66,100,1.99,GB,2021-04-17 19:49:27
279,Bocanda,7.0626,-4.4995,77.83,72,81,3.58,CI,2021-04-17 19:49:28
280,Port Macquarie,-31.4333,152.9167,53.01,97,100,1.01,AU,2021-04-17 19:49:28
281,Gushikawa,26.3544,127.8686,64.4,63,1,14.97,JP,2021-04-17 19:48:08
282,Walvis Bay,-22.9575,14.5053,86.0,25,100,12.66,NA,2021-04-17 19:49:29
283,Amahai,-3.3333,128.9167,81.0,92,95,1.45,ID,2021-04-17 19:48:42
284,Salalah,17.0151,54.0924,82.4,78,0,1.14,OM,2021-04-17 19:49:29
285,Pulandian,39.3953,121.9669,37.4,60,0,2.24,CN,2021-04-17 19:49:30
286,Leshukonskoye,64.8989,45.7622,29.03,81,31,6.85,RU,2021-04-17 19:49:30
287,Inhambane,-23.865,35.3833,68.0,77,40,5.75,MZ,2021-04-17 19:49:31
288,Pietarsaari,63.65,22.6833,37.99,69,0,1.14,FI,2021-04-17 19:49:31
289,Samarai,-10.6167,150.6667,81.97,79,53,12.5,PG,2021-04-17 19:49:32
290,Veraval,20.9,70.3667,79.36,81,0,11.12,IN,2021-04-17 19:49:32
291,Lahij,13.1667,44.5833,75.36,53,0,4.72,YE,2021-04-17 19:49:32
292,Comodoro Rivadavia,-45.8667,-67.5,66.2,42,0,10.36,AR,2021-04-17 19:49:33
293,Hennebont,47.8051,-3.2734,48.99,66,0,4.61,FR,2021-04-17 19:49:33
294,Slonim,53.0867,25.3219,44.94,80,100,3.42,BY,2021-04-17 19:49:34
295,Sibolga,1.7427,98.7792,75.09,87,79,2.77,ID,2021-04-17 19:49:34
296,San Francisco,37.7749,-122.4194,61.0,63,20,19.57,US,2021-04-17 19:47:26
297,Kismayo,-0.3582,42.5454,82.9,77,71,13.56,SO,2021-04-17 19:49:35
298,Champerico,14.3,-91.9167,93.2,49,40,9.22,GT,2021-04-17 19:49:35
299,Ouango,4.3133,22.5552,73.2,82,100,2.44,CF,2021-04-17 19:49:35
300,Ambovombe,-25.1667,46.0833,67.69,47,99,12.24,MG,2021-04-17 19:49:36
301,Katsuura,35.1333,140.3,61.0,71,100,8.99,JP,2021-04-17 19:47:24
302,Isangel,-19.55,169.2667,77.97,84,98,12.35,VU,2021-04-17 19:49:01
303,Zalesovo,53.9939,84.7431,29.52,78,63,3.98,RU,2021-04-17 19:49:37
304,Wagar,16.1525,36.2032,84.61,44,3,20.04,SD,2021-04-17 19:49:37
305,Doha,25.2867,51.5333,84.2,15,0,2.3,QA,2021-04-17 19:49:38
306,San Quintin,30.4833,-115.95,63.41,65,0,16.84,MX,2021-04-17 19:49:27
307,Nushki,29.5542,66.0215,73.35,18,0,3.69,PK,2021-04-17 19:44:39
308,Trelew,-43.249,-65.3051,69.08,34,98,21.12,AR,2021-04-17 19:49:38
309,Filadelfia,39.9523,-75.1638,57.99,47,75,5.75,US,2021-04-17 19:49:35
310,Pitimbu,-7.4706,-34.8086,75.2,100,75,9.22,BR,2021-04-17 19:49:39
311,Kahului,20.8947,-156.47,75.2,83,40,8.05,US,2021-04-17 19:49:39
312,Tirumullaivasal,11.2333,79.8333,83.71,78,42,8.75,IN,2021-04-17 19:49:40
313,Aksu,41.1231,80.2644,60.87,29,36,9.1,CN,2021-04-17 19:49:40
314,Nhulunbuy,-12.2333,136.7667,82.4,65,64,11.5,AU,2021-04-17 19:49:41
315,Cockburn Town,21.4612,-71.1419,82.4,69,20,9.22,TC,2021-04-17 19:49:41
316,Chagoda,59.164,35.3285,41.77,76,7,7.58,RU,2021-04-17 19:49:41
317,Inuvik,68.3499,-133.7218,42.8,49,62,4.61,CA,2021-04-17 19:49:42
318,Santa Maria Del Oro,25.9333,-105.3667,84.65,8,0,16.24,MX,2021-04-17 19:49:42
319,Touros,-5.1989,-35.4608,82.4,74,40,8.05,BR,2021-04-17 19:48:44
320,Coquimbo,-29.9533,-71.3436,62.6,72,40,11.5,CL,2021-04-17 19:49:01
321,Noyabrsk,63.1994,75.4507,-2.49,99,55,10.13,RU,2021-04-17 19:49:43
322,Mikuni,36.2171,136.1519,48.2,87,90,11.5,JP,2021-04-17 19:49:44
323,Cidreira,-30.1811,-50.2056,72.64,80,100,10.74,BR,2021-04-17 19:49:44
324,Rudnogorsk,57.2639,103.7519,14.25,86,14,4.25,RU,2021-04-17 19:49:44
325,Arlit,18.7369,7.3853,91.38,4,100,9.57,NE,2021-04-17 19:49:45
326,Kyaikto,17.3,97.0167,76.8,84,58,5.61,MM,2021-04-17 19:49:45
327,Quebo,11.3333,-14.9333,77.72,70,97,10.47,GW,2021-04-17 19:49:46
328,Torquay,50.4638,-3.5143,45.0,60,11,6.08,GB,2021-04-17 19:49:46
329,Dwarka,22.2394,68.9678,80.22,82,0,9.08,IN,2021-04-17 19:49:47
330,Kurmanayevka,52.5093,52.0675,53.06,75,3,9.22,RU,2021-04-17 19:49:47
331,Chabahar,25.2919,60.643,80.89,62,11,8.43,IR,2021-04-17 19:49:48
332,Valparaiso,-33.0393,-71.6273,59.0,100,90,6.91,CL,2021-04-17 19:47:49
333,Guerrero Negro,27.9769,-114.0611,66.24,57,2,19.06,MX,2021-04-17 19:49:48
334,Rio Tercero,-32.173,-64.1141,82.0,52,49,13.0,AR,2021-04-17 19:49:49
335,Sinop,41.7711,34.8709,53.53,91,100,9.22,TR,2021-04-17 19:49:49
336,Provideniya,64.3833,-173.3,28.6,94,95,6.08,RU,2021-04-17 19:49:49
337,Dingle,10.9995,122.6711,76.78,79,100,10.0,PH,2021-04-17 19:49:50
338,Libenge,3.65,18.6333,76.46,78,85,2.33,CD,2021-04-17 19:49:50
339,Raudeberg,61.9875,5.1352,43.0,60,0,4.43,NO,2021-04-17 19:49:51
340,Sayyan,15.1718,44.3244,62.1,31,91,8.75,YE,2021-04-17 19:49:51
341,Dalnerechensk,45.9339,133.7225,37.15,88,16,5.79,RU,2021-04-17 19:49:52
342,Katangli,51.7102,143.2326,32.68,99,99,3.36,RU,2021-04-17 19:49:52
343,Durant,33.994,-96.3708,60.8,51,40,11.5,US,2021-04-17 19:49:52
344,Lagoa,39.05,-27.9833,61.61,91,96,17.05,PT,2021-04-17 19:49:53
345,Badou,7.5833,0.6,78.69,73,94,2.06,TG,2021-04-17 19:49:53
346,Bonthe,7.5264,-12.505,79.48,78,100,2.59,SL,2021-04-17 19:49:53
347,Coari,-4.085,-63.1414,75.92,96,100,1.61,BR,2021-04-17 19:49:54
348,Sisimiut,66.9395,-53.6735,16.83,76,100,7.63,GL,2021-04-17 19:49:54
349,Ciudad Bolivar,8.1222,-63.5497,96.82,27,90,14.0,VE,2021-04-17 19:49:55
350,Obo,5.3998,26.4869,76.24,53,100,2.28,CF,2021-04-17 19:49:55
351,Sao Sebastiao,-23.76,-45.4097,71.73,89,100,2.15,BR,2021-04-17 19:49:55
352,Markova,48.6758,24.4138,40.8,89,100,2.73,UA,2021-04-17 19:49:56
353,Ukrayinka,47.9167,35.35,48.2,66,0,4.09,UA,2021-04-17 19:49:56
354,Nabire,-3.3667,135.4833,74.62,92,100,3.13,ID,2021-04-17 19:46:16
355,Araouane,18.9048,-3.5265,87.62,14,80,5.95,ML,2021-04-17 19:48:29
356,Itoman,26.1247,127.6694,66.2,59,20,25.32,JP,2021-04-17 19:49:57
357,Ossora,59.2353,163.0719,15.4,84,5,6.22,RU,2021-04-17 19:49:57
358,Vestmanna,62.1564,-7.1664,46.4,76,100,23.02,FO,2021-04-17 19:49:58
359,Henties Bay,-22.116,14.2845,78.01,48,99,1.99,NA,2021-04-17 19:49:58
360,Jawa,31.8525,35.9393,75.2,31,28,7.05,JO,2021-04-17 19:49:59
361,Rincon,32.296,-81.2354,75.2,43,75,8.05,US,2021-04-17 19:49:59
362,Tiarei,-17.5333,-149.3333,86.0,66,20,11.5,PF,2021-04-17 19:50:00
363,Kieta,-6.2167,155.6333,78.71,81,93,2.98,PG,2021-04-17 19:50:00
364,Roma,43.2128,-75.4557,51.8,50,90,4.61,US,2021-04-17 19:50:01
365,Hartselle,34.4434,-86.9353,69.8,34,20,8.05,US,2021-04-17 19:50:01
366,Waitati,-45.75,170.5667,53.01,71,98,3.0,NZ,2021-04-17 19:50:01
367,Hofn,64.2539,-15.2082,44.67,98,100,15.1,IS,2021-04-17 19:50:03
368,Deputatskiy,69.3,139.9,8.2,94,100,4.12,RU,2021-04-17 19:50:04
369,Husavik,66.0449,-17.3389,41.0,87,90,5.75,IS,2021-04-17 19:50:04
370,Moosomin,50.1333,-101.6677,53.98,44,100,13.09,CA,2021-04-17 19:50:04
371,Espanola,35.9911,-106.0806,43.0,69,90,12.66,US,2021-04-17 19:50:05
372,Voh,-20.9667,164.7,72.48,89,12,5.14,NC,2021-04-17 19:50:05
373,Poum,-20.2333,164.0167,77.52,78,42,15.12,NC,2021-04-17 19:49:22
374,Samana,19.2056,-69.3369,89.6,66,20,11.5,DO,2021-04-17 19:50:06
375,Calabozo,8.9242,-67.4293,97.54,26,39,9.37,VE,2021-04-17 19:50:06
376,Along,28.1667,94.7667,65.17,87,94,1.97,IN,2021-04-17 19:50:07
377,Pandoh,31.6833,77.05,59.61,78,100,5.77,IN,2021-04-17 19:50:07
378,Hualmay,-11.0964,-77.6139,73.0,73,24,10.71,PE,2021-04-17 19:50:08
379,Ilhabela,-23.7781,-45.3581,72.39,86,100,1.86,BR,2021-04-17 19:50:08
380,Micheweni,-4.9667,39.8333,78.53,87,100,11.95,TZ,2021-04-17 19:50:08
381,Nigde,37.8333,34.75,55.17,62,100,6.89,TR,2021-04-17 19:49:39
382,Brwinow,52.1427,20.717,43.0,100,98,2.3,PL,2021-04-17 19:50:09
383,Morshansk,53.4435,41.8107,48.24,93,100,6.38,RU,2021-04-17 19:50:09
384,Ahuimanu,21.4447,-157.8378,75.2,83,90,8.05,US,2021-04-17 19:50:10
385,Tual,-5.6667,132.75,82.72,75,100,13.56,ID,2021-04-17 19:50:10
386,Arenapolis,-14.4503,-56.8461,84.51,67,84,1.52,BR,2021-04-17 19:50:11
387,Borger,52.9233,6.7931,45.0,79,42,6.8,NL,2021-04-17 19:50:11
388,Nancha,47.1333,129.2667,33.98,95,11,2.8,CN,2021-04-17 19:50:11
389,High Rock,26.6208,-78.2833,82.4,69,75,13.8,BS,2021-04-17 19:50:12
390,Orumiyeh,37.5527,45.0761,53.6,54,0,4.61,IR,2021-04-17 19:50:12
391,Junction City,39.0286,-96.8314,53.6,62,90,12.66,US,2021-04-17 19:50:13
392,Villa Carlos Paz,-31.4241,-64.4978,78.8,57,0,10.36,AR,2021-04-17 19:50:13
393,Beloha,-25.1667,45.05,66.58,45,89,10.16,MG,2021-04-17 19:50:13
394,Ahipara,-35.1667,173.1667,60.37,57,91,4.9,NZ,2021-04-17 19:50:14
395,Miri,4.4148,114.0089,77.0,94,40,2.3,MY,2021-04-17 19:50:14
396,Lasa,46.6166,10.7002,53.6,51,0,6.91,IT,2021-04-17 19:50:15
397,Yumen,40.2833,97.2,50.56,16,95,3.98,CN,2021-04-17 19:48:23
398,Lyngseidet,69.5763,20.2189,41.0,70,0,13.8,NO,2021-04-17 19:50:15
399,Vernon,50.2581,-119.2691,71.01,27,0,4.61,CA,2021-04-17 19:50:15
400,Half Moon Bay,37.4636,-122.4286,66.0,67,1,9.22,US,2021-04-17 19:50:16
401,Viborg,56.4532,9.402,46.99,61,75,4.61,DK,2021-04-17 19:50:16
402,Ugoofaaru,5.6667,73.0,83.05,74,61,6.96,MV,2021-04-17 19:50:17
403,Berbera,10.4396,45.0143,81.52,80,94,7.76,SO,2021-04-17 19:48:12
404,Boa Vista,2.8197,-60.6733,89.6,51,75,11.5,BR,2021-04-17 19:50:17
405,Guarapari,-20.6667,-40.4975,79.0,78,40,9.22,BR,2021-04-17 19:50:18
406,Geraldton,-28.7667,114.6,68.0,40,47,12.66,AU,2021-04-17 19:50:18
407,Sabang,5.8933,95.3214,82.94,73,100,8.84,ID,2021-04-17 19:50:19
408,Fairbanks,64.8378,-147.7164,39.2,64,1,2.46,US,2021-04-17 19:48:24
409,Bengkulu,-3.8004,102.2655,75.11,88,100,3.15,ID,2021-04-17 19:50:19
410,Launceston,-41.45,147.1667,44.01,100,17,9.22,AU,2021-04-17 19:50:20
411,Nha Trang,12.25,109.1833,77.0,88,40,3.44,VN,2021-04-17 19:50:20
412,Gasa,31.5,34.4667,68.0,60,0,2.3,PS,2021-04-17 19:50:20
413,Cascais,38.6979,-9.4215,64.0,63,0,8.05,PT,2021-04-17 19:50:21
414,Shache,38.4167,77.2406,58.62,38,92,3.96,CN,2021-04-17 19:50:21
415,Hvolsvollur,63.7533,-20.2243,37.0,96,100,3.0,IS,2021-04-17 19:50:22
416,Eyemouth,55.8713,-2.0901,48.0,55,98,15.1,GB,2021-04-17 19:50:22
417,Coihaique,-45.5752,-72.0662,57.2,62,75,5.75,CL,2021-04-17 19:49:10
418,Boyolangu,-8.1181,111.8935,74.32,89,100,0.96,ID,2021-04-17 19:50:23
419,Grand-Lahou,5.1367,-5.0242,79.61,82,82,5.91,CI,2021-04-17 19:50:23
420,Lingao,19.9103,109.6859,74.17,91,65,10.76,CN,2021-04-17 19:50:23
421,Phulabani,20.4667,84.2333,76.91,52,0,4.43,IN,2021-04-17 19:50:24
422,Jining,35.405,116.5814,42.89,26,17,3.83,CN,2021-04-17 19:46:02
423,Port Lavaca,28.615,-96.6261,64.4,63,90,19.57,US,2021-04-17 19:50:25
424,Alexandria,31.2156,29.9553,75.2,57,0,8.05,EG,2021-04-17 19:46:58
425,Dawei,14.0833,98.2,74.95,88,95,2.75,MM,2021-04-17 19:50:25
426,Lakota,5.8528,-5.6883,74.1,91,100,2.26,CI,2021-04-17 19:50:26
427,Casian,11.035,119.7136,81.86,79,100,12.44,PH,2021-04-17 19:50:26
428,Akhmim,26.5622,31.745,87.8,16,0,4.61,EG,2021-04-17 19:50:26
429,Pathein,16.7833,94.7333,77.54,76,7,4.09,MM,2021-04-17 19:50:27
430,Brae,60.3964,-1.353,44.6,81,0,18.41,GB,2021-04-17 19:50:27
431,Baiquan,47.5833,126.0833,36.21,85,0,6.15,CN,2021-04-17 19:50:27
432,Ilulissat,69.2167,-51.1,8.6,61,75,9.22,GL,2021-04-17 19:50:28
433,Saint George,37.1041,-113.5841,66.0,25,75,8.05,US,2021-04-17 19:46:00
434,Belaya Gora,68.5333,146.4167,16.43,87,100,6.49,RU,2021-04-17 19:49:37
435,Sargur,11.9833,76.4167,75.99,75,75,4.09,IN,2021-04-17 19:50:29
436,Anekal,12.7,77.7,77.0,65,40,6.91,IN,2021-04-17 19:50:29
437,Norman Wells,65.282,-126.8329,41.0,56,75,4.61,CA,2021-04-17 19:50:29
438,Espumoso,-28.7247,-52.8497,73.94,68,27,9.71,BR,2021-04-17 19:50:03
439,Waslala,13.2333,-85.3833,80.6,61,40,5.91,NI,2021-04-17 19:50:30
440,Tikhvin,59.6451,33.5294,39.0,51,10,1.99,RU,2021-04-17 19:50:30
441,Rawson,-43.3002,-65.1023,67.24,41,99,21.27,AR,2021-04-17 19:45:33
442,Nome,64.5011,-165.4064,33.01,93,90,8.05,US,2021-04-17 19:50:31
443,Kastamonu,41.5,33.6667,49.33,96,100,3.98,TR,2021-04-17 19:49:35
444,Plettenberg Bay,-34.0527,23.3716,66.54,42,66,0.56,ZA,2021-04-17 19:49:21
445,Harper,4.375,-7.7169,78.44,83,100,4.94,LR,2021-04-17 19:50:32
446,Khuzdar,27.7384,66.6434,72.72,27,35,5.64,PK,2021-04-17 19:50:32
447,Paarl,-33.7338,18.9752,66.0,82,0,2.3,ZA,2021-04-17 19:50:32
448,Kathu,7.9178,98.3332,86.0,89,20,2.3,TH,2021-04-17 19:50:33
449,Myanaung,18.2833,95.3167,80.65,61,5,0.78,MM,2021-04-17 19:50:33
450,Pisco,-13.7,-76.2167,75.2,64,0,21.85,PE,2021-04-17 19:50:34
451,Kavaratti,10.5669,72.642,84.13,69,6,4.72,IN,2021-04-17 19:50:34
452,Conway,35.0887,-92.4421,59.0,67,90,8.05,US,2021-04-17 19:50:35
453,Cururupu,-1.8283,-44.8683,80.8,79,58,5.41,BR,2021-04-17 19:50:35
454,Grindavik,63.8424,-22.4338,39.2,81,90,9.22,IS,2021-04-17 19:50:35
455,San Ignacio,17.1561,-89.0714,98.6,49,0,6.91,BZ,2021-04-17 19:50:36
456,Qaqortoq,60.7167,-46.0333,28.4,26,1,5.75,GL,2021-04-17 19:50:36
457,Isabela,6.7085,121.9711,80.58,82,100,11.41,PH,2021-04-17 19:50:36
458,Quimper,48.0,-4.1,46.4,71,0,6.91,FR,2021-04-17 19:50:37
459,Nakamura,32.9833,132.9333,48.2,59,13,11.05,JP,2021-04-17 19:50:38
460,Roseburg,43.2165,-123.3417,79.0,18,1,1.88,US,2021-04-17 19:50:38
461,Chemal,51.4111,86.005,33.82,97,79,0.49,RU,2021-04-17 19:50:38
462,Syedove,47.0768,38.156,46.0,100,10,8.01,UA,2021-04-17 19:50:39
463,Cap Malheureux,-19.9842,57.6142,78.01,86,20,9.22,MU,2021-04-17 19:50:39
464,Porto Santo,33.072,-16.3415,62.6,72,40,11.5,PT,2021-04-17 19:50:40
465,Dilijan,40.741,44.8636,52.27,81,82,3.62,AM,2021-04-17 19:50:40
466,Santa Luzia,-19.7697,-43.8514,78.8,44,40,3.44,BR,2021-04-17 19:50:40
467,Buala,-8.145,159.5921,80.11,79,65,3.76,SB,2021-04-17 19:48:13
468,Glushkovo,51.3392,34.6328,42.84,78,99,5.26,RU,2021-04-17 19:50:41
469,Porto Nacional,-10.7081,-48.4172,80.6,94,20,2.3,BR,2021-04-17 19:50:42
470,Linhares,-19.3911,-40.0722,74.91,85,88,4.36,BR,2021-04-17 19:50:42
471,Kupang,-10.1667,123.5833,75.25,87,89,4.97,ID,2021-04-17 19:50:42
472,Kloulklubed,7.0419,134.2556,80.6,89,75,11.5,PW,2021-04-17 19:50:43
473,Nara,34.6851,135.8049,51.01,77,42,6.26,JP,2021-04-17 19:50:43
474,Phonhong,18.5007,102.4166,72.75,89,96,2.68,LA,2021-04-17 19:50:44
475,Byron Bay,-28.65,153.6167,59.0,82,75,10.36,AU,2021-04-17 19:45:45
476,Kapolnasnyek,47.24,18.6756,50.0,60,100,5.44,HU,2021-04-17 19:50:45
477,Sribne,50.6638,32.9187,41.86,89,96,7.49,UA,2021-04-17 19:50:45
478,Da Nang,16.0678,108.2208,75.2,88,20,1.14,VN,2021-04-17 19:50:46
479,Opuwo,-18.0607,13.84,72.19,51,87,8.7,NA,2021-04-17 19:50:46
480,Mora,11.0461,14.1401,89.53,8,100,5.32,CM,2021-04-17 19:50:47
481,San Carlos De Bariloche,-41.1456,-71.3082,69.01,25,75,5.75,AR,2021-04-17 19:48:34
482,Ostersund,63.1792,14.6357,46.4,46,9,3.44,SE,2021-04-17 19:50:47
483,Nicoya,10.1483,-85.452,89.6,55,75,12.66,CR,2021-04-17 19:50:48
484,Tilichiki,60.4667,166.1,20.84,87,98,9.55,RU,2021-04-17 19:50:48
485,Vostok,46.4856,135.8833,27.61,76,8,2.06,RU,2021-04-17 19:49:42
486,Bontang,0.1333,117.5,74.79,94,100,11.34,ID,2021-04-17 19:50:49
487,Gobabis,-22.45,18.9667,62.65,57,15,16.51,NA,2021-04-17 19:50:49
488,Contai,21.7786,87.7536,80.55,82,0,15.52,IN,2021-04-17 19:50:50
489,Nuuk,64.1835,-51.7216,19.4,45,40,6.91,GL,2021-04-17 19:49:00
490,Thinadhoo,0.5333,72.9333,82.71,60,9,6.64,MV,2021-04-17 19:50:12
491,Camacupa,-12.0167,17.4833,67.95,66,100,2.24,AO,2021-04-17 19:50:50
492,Verkhnevilyuysk,63.4453,120.3167,11.39,85,100,13.38,RU,2021-04-17 19:50:51
493,El Viso Del Alcor,37.3911,-5.7199,66.2,72,0,6.91,ES,2021-04-17 19:50:51
494,Blagoyevo,63.3667,47.9167,32.49,70,96,9.62,RU,2021-04-17 19:50:52
495,Rawah,34.4816,41.9093,78.67,18,5,4.29,IQ,2021-04-17 19:50:52
496,Saint-Pierre,-21.3393,55.4781,75.2,88,90,13.8,RE,2021-04-17 19:49:11
497,Kayerkan,69.3497,87.7602,-24.38,99,53,2.82,RU,2021-04-17 19:50:53
498,Maniitsoq,65.4167,-52.9,14.31,72,95,12.03,GL,2021-04-17 19:50:53
499,Hay River,60.8156,-115.7999,33.8,69,100,6.91,CA,2021-04-17 19:50:54
500,Sapa,5.1544,120.3241,80.8,83,97,12.01,PH,2021-04-17 19:50:54
501,Beira,-19.8436,34.8389,75.2,64,40,14.12,MZ,2021-04-17 19:50:55
502,Mihaesti,45.0333,24.25,45.48,71,100,3.94,RO,2021-04-17 19:50:55
503,Sept-Iles,50.2001,-66.3821,39.2,60,75,14.97,CA,2021-04-17 19:46:13
504,Belmonte,-15.8631,-38.8828,80.6,69,20,9.22,BR,2021-04-17 19:49:07
505,Vieux-Habitants,16.0589,-61.7659,84.2,65,40,14.97,GP,2021-04-17 19:50:56
506,Barnstaple,51.0802,-4.0581,46.99,78,100,1.01,GB,2021-04-17 19:50:56
507,Passo De Camaragibe,-9.2368,-35.4901,82.4,69,40,10.36,BR,2021-04-17 19:50:57
508,Luoyang,34.6836,112.4536,50.97,41,96,1.9,CN,2021-04-17 19:50:57
509,Constitucion,-35.3333,-72.4167,61.83,72,72,5.41,CL,2021-04-17 19:47:56
510,Montrose,38.4166,-108.2673,46.0,36,89,13.0,US,2021-04-17 19:50:58
511,Terrace,54.5163,-128.6035,55.4,50,1,3.44,CA,2021-04-17 19:50:58
512,Bereznik,62.8551,42.7072,38.08,80,9,6.13,RU,2021-04-17 19:50:59
513,Poddorye,57.4695,31.1156,47.68,65,64,8.93,RU,2021-04-17 19:50:59
514,Salo,45.6086,10.531,54.0,46,20,3.44,IT,2021-04-17 19:51:00
515,Panguna,-6.3164,155.4848,68.54,92,92,1.68,PG,2021-04-17 19:51:00
516,Tebingtinggi,3.3285,99.1625,77.0,100,40,3.44,ID,2021-04-17 19:51:01
517,San Cristobal,7.7669,-72.225,95.0,38,40,17.27,VE,2021-04-17 19:51:01
518,Cochabamba,-17.3895,-66.1568,80.6,26,20,4.61,BO,2021-04-17 19:51:02
519,San Rafael,-34.6177,-68.3301,74.73,48,100,5.61,AR,2021-04-17 19:50:35
520,Batagay-Alyta,67.8006,130.4114,12.74,95,100,4.94,RU,2021-04-17 19:51:02
521,Tucupita,9.0622,-62.051,86.72,54,68,7.96,VE,2021-04-17 19:51:03
522,Russell,32.3502,-85.1999,75.2,43,75,8.05,US,2021-04-17 19:51:03
523,Rocha,-34.4833,-54.3333,69.04,74,8,6.58,UY,2021-04-17 19:51:03
524,Show Low,34.2542,-110.0298,55.4,24,75,11.5,US,2021-04-17 19:51:04
525,Yambio,4.5721,28.3955,73.78,66,78,5.44,SS,2021-04-17 19:51:04
526,Barabai,-2.5833,115.3833,72.61,90,100,1.12,ID,2021-04-17 19:51:05
527,Ushtobe,45.2514,77.9838,55.76,51,7,6.69,KZ,2021-04-17 19:51:05
528,Paita,-5.0892,-81.1144,84.2,51,0,14.97,PE,2021-04-17 19:51:05
529,San Pedro,14.35,121.0167,82.4,74,75,1.14,PH,2021-04-17 19:49:55
530,Port Hedland,-20.3167,118.5667,73.4,56,60,6.91,AU,2021-04-17 19:51:06
531,Sola,-13.8833,167.55,82.38,74,63,15.37,VU,2021-04-17 19:51:06
532,Port Blair,11.6667,92.75,80.6,74,32,4.88,IN,2021-04-17 19:51:07
533,Ono,34.85,134.9333,50.0,100,2,6.06,JP,2021-04-17 19:51:07
534,Whitehorse,60.7161,-135.0538,48.2,37,20,6.91,CA,2021-04-17 19:51:08
535,Praya,14.9215,-23.5087,73.4,64,20,18.41,CV,2021-04-17 19:51:08
536,Abomey,7.1829,1.9912,80.91,66,42,5.93,BJ,2021-04-17 19:51:08
537,Ravar,31.2656,56.8055,70.77,21,100,6.69,IR,2021-04-17 19:51:09
538,Tessalit,20.1986,1.0114,89.71,12,90,16.26,ML,2021-04-17 19:51:09
539,Airai,-8.9266,125.4092,57.92,85,90,2.42,TL,2021-04-17 19:51:10
540,Ancud,-41.8697,-73.8203,59.0,82,75,6.91,CL,2021-04-17 19:47:40
541,Peleduy,59.6289,112.7406,0.86,98,72,4.14,RU,2021-04-17 19:51:10
542,Padang,-0.9492,100.3543,75.56,85,100,3.44,ID,2021-04-17 19:51:11
543,Moba,33.2288,105.0179,46.94,89,100,4.29,CN,2021-04-17 19:51:11
544,Tutoia,-2.7619,-42.2744,86.0,74,75,16.11,BR,2021-04-17 19:48:51
545,Shiyan,32.6475,110.7781,53.96,58,100,0.2,CN,2021-04-17 19:51:12
546,Bjornevatn,69.6672,29.9847,33.8,100,40,1.14,NO,2021-04-17 19:51:12
547,Carutapera,-1.195,-46.02,80.69,79,62,8.16,BR,2021-04-17 19:51:12
548,Zielona Gora,51.9355,15.5064,46.0,100,75,3.44,PL,2021-04-17 19:51:13
549,Skjervoy,70.0311,20.9714,38.68,75,0,8.23,NO,2021-04-17 19:51:13
550,Santa Rosa,14.3122,121.1114,82.4,74,75,1.14,PH,2021-04-17 19:51:14
551,Beaverlodge,55.2166,-119.4361,64.4,25,40,4.61,CA,2021-04-17 19:51:14
552,Kajiado,-1.8524,36.7768,68.0,73,40,9.22,KE,2021-04-17 19:51:15
553,San Carlos Del Zulia,9.0,-71.9135,91.67,52,59,8.72,VE,2021-04-17 19:51:15
554,Cairns,-16.9167,145.7667,78.8,73,75,6.91,AU,2021-04-17 19:51:16
